no	Question	Response	Context
11	신한유니버설종신보험 현재 납입하는 보험료가 부담됩니다.  보험료를 적게 낼 수 있는 방법이 있나요?	네. 제공된 약관/사업방법서 기준으로 보면, **보험료 부담을 줄일 수 있는 방법은 조건부로 2가지가 확인됩니다.**\n\n1. **보험가입금액 감액**\n- `035-약관_(무)신한유니버설종신보험_080312.pdf-1.md > 제6조 【 계약내용의 변경 】`에 따르면, 계약자는 회사의 승낙을 얻어 **보험가입금액을 감액**할 수 있습니다.\n- 다만 감액된 부분은 **해지된 것으로 보며**, 해당 부분에 대한 **해약환급금이 있으면 지급**된다고 되어 있습니다.\n- 또 `감액이후의 「 이미 납입한보험료 」` 및 같은 문서의 관련 조항에 따르면, **보험가입금액을 감액하면 변동보험금액도 같은 비율로 함께 감액**되고, **변동보험금액만 따로 감액하는 것은 취급하지 않습니다.**\n\n2. **2년(24회 납입) 경과 후에는 기본보험료를 납입하지 않을 수 있는 경우가 있음**\n- `029-사업방법서__무_신한유니버설종신보험_080312.md > 7. 월납계약의 보험료 납입에 관한 사항`에 따르면:\n  - **보험료 납입경과기간 2년(24회 납입)까지는** 계약체결 시 정한 **기본보험료를 납입기일까지 납입해야** 합니다.\n  - **2년(24회 납입) 이후부터는**, **해약환급금(보험계약대출 원리금 차감 기준)에서 월대체보험료를 충당할 수 있을 경우** 기본보험료를 **납입하지 아니할 수도 있습니다.**\n- 같은 취지의 내용이 `035-약관_(무)신한유니버설종신보험_080312.pdf-1.md > 월납계약 :`에도 있습니다. 여기서는 **2년 경과 후 월대체보험료가 해약환급금에서 공제**된다고 되어 있습니다.\n\n**정리하면**\n- **공통적으로 확인되는 방법**: 보험가입금액을 감액하는 방법\n- **조건부 방법(월납계약 + 2년/24회 납입 경과 후 + 해약환급금으로 월대체보험료 충당 가능 시)**: 기본보험료를 당장 내지 않을 수 있음\n\n다만, **현재 질문자님의 계약이 월납인지**, **24회 납입이 지났는지**, **해약환급금이 월대체보험료를 충당할 수 있는지**는 제공된 문맥만으로 확인할 수 없습니다. 따라서 실제 적용 가능 여부는 이 조건에 따라 달라집니다.	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md
12	신한유니버설종신보험 가입후 월대체로 계약을 유지하는데 보장은 종신까지 받을 수 있나요?	네, 제공된 근거상 **무배당 신한유니버설종신보험의 보험기간은 ‘종신’**입니다.  \n근거는 `029-사업방법서__무_신한유니버설종신보험_080312 > １. 보험종목의 명칭##`에서 보험기간을 **종신**으로 명시한 부분입니다.\n\n다만, **월대체로 계속 유지되려면 조건이 있습니다.**  \n`034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1 > 제12조 【 월대체보험료 공제 】` 및  \n`035-약관_(무)신한유니버설종신보험_080312.pdf-1 > 제12조 【 월대체보험료 공제 】`에 따르면,  \n월납계약은 **보험료 납입경과 2년(24회) 이후 매월 계약해당일에 해약환급금(대출원리금 차감 기준)에서 월대체보험료를 공제**하여 유지될 수 있습니다.\n\n하지만 `034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1 > 제13조 【 보험료의 납입연체시 납입최고(독촉)와 계약의 해지 】`에 따르면,  \n**해약환급금에서 월대체보험료를 충당할 수 없게 되면 납입최고(독촉) 후 계약이 해지될 수 있습니다.**\n\n즉, 정리하면:\n- **공통 사항**: 보험기간 자체는 **종신**입니다.\n- **조건부 사항**: 월대체로 **계속 종신까지 유지되려면**, 매월 **월대체보험료를 해약환급금 등에서 계속 충당할 수 있어야 합니다.**\n- **충당 불가 시**: 계약이 해지될 수 있으므로, 문서만 보면 **무조건 종신까지 보장이 유지된다고 단정할 수는 없습니다.**	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md
13	신한유니버설종신보험 주계약보험료를 처음에는 20만원 내다가 나중에 더 적게 낼 수 있나요?	제공된 근거만으로는 **주계약보험료를 처음 20만원 내다가 나중에 더 적게 낼 수 있는지**를 직접 판단하기 어렵습니다.\n\n근거로 확인되는 내용은:\n- **`034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md` / `감액이후의 「 이미 납입한보험료 」`**\n- **`035-약관_(무)신한유니버설종신보험_080312.pdf-1.md` / `감액이후의 「 이미 납입한보험료 」`**\n\n위 섹션들은 **보험가입금액을 감액한 경우**와 그에 따른 **이미 납입한 보험료 계산 방식**, 그리고 **변동보험금액도 같은 비율로 감액된다**는 내용만 보여줍니다.  \n즉, **보험가입금액 감액** 관련 규정은 일부 확인되지만, 질문하신 **주계약보험료 자체를 나중에 줄여 납입할 수 있는지**에 대한 직접 규정은 이 context에 없습니다.\n\n따라서 현재 자료만으로는 **“가능하다/불가능하다”를 단정할 수 없습니다.**	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 007-300138_라이프앱가능업무.docx-1.md
14	신한유니버설종신보험에서 사망시 사망보험금은 어떻게 산출됩니까?	무배당 신한유니버설종신보험의 사업방법서(문서: `029-사업방법서__무_신한유니버설종신보험_080312.md`, 섹션: `다.사망보험금##`)에 따르면, **사망보험금은 `기본보험금액 + 변동보험금액`의 합계액으로 산출되며, 최소한 기본보험금액을 하한으로 합니다.**\n\n추가로, 약관의 특칙(문서: `034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md`, 섹션: `제15조 【 주계약이 사망보장특약이 부가되어 있는 경우의 특칙 】`)에 따르면, **사망보장특약이 부가된 경우에는 주계약의 사망보험금액과 사망보장특약의 사망보험금액을 합산한 금액을 기준으로 합니다.**\n\n즉, 구분하면:\n- **주계약 기준**: 기본보험금액 + 변동보험금액(단, 기본보험금액 최저보장)\n- **사망보장특약이 있는 경우**: 위 주계약 사망보험금에 **특약 사망보험금액을 추가 합산**	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 012-300233_계약관계자변경.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
15	신한유니버설종신보험 해약환급금이 처음 가입시 제공한 해약환급금 예시표에 비하여 크게 떨어집니다.  이유가 무엇인가요?	신한유니버설종신보험의 해약환급금이 가입 당시 받은 예시표보다 크게 낮아질 수 있는 근거는, 약관상 해약환급금이 **고정값이 아니라 공시이율 변경에 따라 다시 계산**되기 때문입니다.\n\n근거:\n- **034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf / 제21조 【해약환급금】**  \n  해약환급금은 보험료 및 책임준비금 산출방법서에 따라 계산하며, **공시이율이 변경되면 변경된 날부터 그 공시이율을 기준으로 적용**한다고 되어 있습니다. 또 회사가 **경과기간별 해약환급금 표를 제공**한다고 되어 있습니다.\n- **035-약관_(무)신한유니버설종신보험_080312.pdf / 제21조 【해약환급금】**  \n  동일하게, 해약환급금은 **공시이율 변경 시 변경된 공시이율 기준으로 적용**된다고 되어 있습니다.\n\n즉, 처음 가입 시 제공된 해약환급금 예시표는 당시의 적용이율을 바탕으로 한 표이고, 이후 **공시이율이 변동되면 실제 해약환급금도 달라질 수 있어** 예시표보다 낮아질 수 있습니다.\n\n다만 문서별 차이는 있습니다.\n- **034 문서 제21조**: 공시이율에 대해 **연복리 3.75% 최저보증**\n- **035 문서 제21조**: 공시이율에 대해 **연복리 4.0% 최저보증**\n- 같은 **034 문서의 제9조 【해약환급금】**에는 별도로 **최저보증이율은 10년 이내 연복리 3%, 10년 초과 연복리 2.0%**라고 기재되어 있습니다.\n\n따라서 공통적으로는 **공시이율 변동이 실제 해약환급금 감소의 이유가 될 수 있다**고 볼 수 있지만, **정확한 최저보증이율이나 적용 기준은 가입 시점의 약관 버전에 따라 다를 수 있습니다.**	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md
16	신한유니버설종신보험에 가입하여 유지중입니다. 감액 이후에 이미납입한 보험료는 어떻게 산출하나요?	신한유니버설종신보험 약관의 **「감액이후의 이미 납입한보험료」** 섹션에 따르면, 감액 이후 이미 납입한 보험료는 다음과 같이 산출됩니다.\n\n- **감액 이후 이미 납입한 보험료 = 감액직전 이미 납입한 보험료 × (감액후 계약자적립금 / 감액전 계약자적립금)**\n\n근거:\n- **035-약관_(무)신한유니버설종신보험_080312.pdf-1.md / 감액이후의 「 이미 납입한보험료 」**\n- **034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md / 감액이후의 「 이미 납입한보험료 」**\n\n추가로 같은 섹션의 주석에 따르면,\n- **감액직전 이미 납입한 보험료**는 감액 전 중도인출이나 이전 감액이 있었던 경우, 해당 약관의 계산방법에 따라 다시 산출된 금액을 의미합니다.\n\n다만, 제공된 두 약관 버전 중\n- **080312 버전**은 위와 같이 **감액후 계약자적립금 / 감액전 계약자적립금**으로 읽히고,\n- **060703~071102 버전**은 문서 추출 형태상 분수 표기가 다소 불명확합니다.\n\n질문에 포함된 상품명은 동일하므로, 제공된 근거상 답변은 **080312 약관의 산식**을 기준으로 보는 것이 가장 명확합니다.	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 무배당파워변액유니버설종신보험_약관_100401_주계약_변경_new.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md
17	신한유니버설종신보험 해약환급금 신청하여 환급금이 발생하였으나 아직 청구하지 않은 상황입니다. 일정기간이 지나서 청구하는 경우 지급이자는 어떻게 계산이 되나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
18	신한유니버설종신보험 보험료 의무 납입기간 경과 이후에도 보험료 선납이 가능한가요? 만약에 가능하다면 선납가능한 보험료와 선납시 적용되는 이율을 알려주세요.	제공된 약관 근거만 보면, **의무 납입기간 경과 이후에도 보험료를 납입할 수는 있습니다.**  \n근거는 `035-약관_(무)신한유니버설종신보험_080312.pdf-1.md > 제11조 【 제2회 이후 보험료의 납입 】` 및 `034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md > 제11조 【 제2회 이후 보험료의 납입 】`으로, 월납계약의 경우 **보험료 납입경과기간 2년(24회 납입) 이후부터**는 일정 조건 하에 기본보험료를 납입하지 않을 수도 있고, 이후 납입보험료는 약정한 기본보험료 합계에 도달할 때까지는 기본보험료, 초과분은 추가납입보험료로 본다고 되어 있습니다.\n\n다만, 질문하신 **“선납 가능 여부”를 약관에서 명시적으로 선납이라는 표현으로 규정한 내용**, 그리고 **선납 가능한 보험료의 구체적 범위**, **선납 시 적용되는 이율**은 제공된 context에 없습니다.  \n또한 제11조 제3항에는 **총납입보험료가 사업방법서에서 정한 보험료 납입한도에 도달하면 더 이상 납입할 수 없다**는 제한만 확인됩니다.\n\n즉, 제공된 자료만으로는:\n- 의무 납입기간 경과 후 **선납이 가능한지 여부를 명확히 단정하기 어렵고**\n- **선납가능 보험료의 구체적 기준**\n- **선납 시 적용이율**\n\n은 확인할 수 없습니다.	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md, 030-산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf-1.md
19	연금보험 프리스타일에 가입하여 연금개시후 종신형 연금 보증지급기간 안에 피보험자가 사망하면 일시금 지급이 가능한가요?	네, 가능합니다.\n\n근거:\n- **`037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md` / `주)1. 책임준비금`**에 따르면, **종신연금형의 경우 연금 지급개시 후 보증지급기간(20년 또는 100세) 안에 피보험자가 사망하면**, **보증지급기간까지의 미지급 연금액을 연금지급일에 지급하거나**, **보험료 및 책임준비금 산출방법서에 따라 공시이율로 할인하여 일시금으로 지급할 수 있습니다.**\n- 같은 문서의 동일 섹션에는 종신연금형의 보증지급기간이 **20년 또는 100세**라고 되어 있습니다.\n- 또한 **`009-300197_제지급_우편.docx-1.md` / `3) 연금 지급 중 연금 일시금 신청 시 구비서류`**에서도 **종신연금형은 해지 불가이나 잔여 보증지급분 선지급 후 계약유지**라고 되어 있어, 연금 지급 중에는 **남은 보증지급분의 선지급(일시금 지급)**이 가능한 것으로 확인됩니다.\n\n다만, 문서상 표현은 **“지급할 수 있습니다”**이므로, 일시금 지급은 약관 및 산출방법서 기준에 따라 처리되는 것으로 보입니다.	009-300197_제지급_우편.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md
20	연금보험 프리스타일은 생존연금액 계산시 이율은 얼마인가요?	무배당 연금보험 프리스타일(문서: `037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md`, 섹션: `제19조(공시이율의 적용 및 공시)`)에 따르면, **책임준비금 및 연금액 계산 시 적용되는 이율은 매월 1일 회사가 정한 공시이율**입니다.\n\n또한 같은 조항에 따르면 **최저보증이율**은 조건부로 다음과 같습니다.\n- **가입 후 10년 이하 경과기간:** 연복리 **2.5%**\n- **가입 후 10년 초과 경과기간:** 연복리 **1%**\n\n즉, 생존연금액 계산 시 기본적으로 **공시이율**이 적용되고, 공시이율이 낮더라도 위 **최저보증이율**이 적용됩니다.	037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
21	연금보험 프리스타일에서 말하는 추가납입은 무엇을 의미하고 언제부터 추가납입이 가능하고 보험기간은 어떻게 되나요?	연금보험 프리스타일의 **추가납입**에 대해서는 문서별로 시기별 표현이 나뉘어 있습니다.\n\n- **2011.4.1. 이전 가입한 프리스타일 연금보험**  \n  `011-300227_계약사항 변경 업무기준 요약표.docx-1.md > ② 세부업무기준`에 따르면,  \n  원래의 **추가납입특약이 2005.7.1.부터 증액보험료로 변경**되었습니다.  \n  이 문서 기준으로는 추가납입을 **증액보험료** 형태로 보고 있습니다.\n\n- **2011.4.1. 이후 계약**  \n  같은 문서의 같은 섹션에 따르면,  \n  **기본보험료 증액은 불가**하고 **월정기추가납입으로 변경**되었으며, **수시추가납입 가능**이라고 되어 있습니다.\n\n**언제부터 가능한지**\n- `037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md > 제11조(제2회 이후 보험료의 납입)`에 따르면,  \n  **추가납입보험료는 보험료 납입기간 중에 기본보험료를 납입한 경우에 한하여 납입할 수 있습니다.**\n- 다만, 질문하신 “계약 후 몇 년부터 가능한지”를 전체 프리스타일 상품 공통으로 단정할 수 있는 직접 문구는 부족합니다.\n- 참고로 **2011.4.1. 이전 가입 계약의 증액보험료**에 대해서는  \n  `011-300227_계약사항 변경 업무기준 요약표.docx-1.md > ② 세부업무기준`에서  \n  **계약일로부터 1년 경과된 유지계약부터 증액 가능**이라고 되어 있습니다.  \n  이는 **이전 계약의 증액보험료 기준**입니다.\n\n**보험기간**\n- 제공된 문맥에서는 추가납입 자체의 별도 보험기간을 직접 정의한 내용은 확인되지 않습니다.\n- 다만 `036-약관_무배당연금보험프리스타일_20050401.pdf-1.md > 제17조(보험금 지급에 관한 세부규정)`에는  \n  **추가납입특약에도 주계약의 경과기간에 따라 최저보증이율을 적용**한다고 되어 있어,  \n  추가납입특약은 **주계약의 경과기간을 기준으로 운영**되는 것으로 보입니다.\n- 그러나 질문하신 “보험기간이 어떻게 되나요?”에 대해 **정확한 기간 구조를 직접 설명한 조항은 현재 context에 부족**합니다.	011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
22	무)파워변액유니버설종신보험에서 자산을 운용함에 있어 일반계정과 특별계정으로 나누어서 관리한다고 하는데, 무슨뜻인가요?	여기서 말하는 뜻은, 이 변액보험의 자산을 **회사 일반 재산과 섞지 않고 구분해서 관리한다**는 의미입니다.\n\n- **일반계정**  \n  `무배당파워변액유니버설종신보험_약관_100401_주계약_변경_new.md > 제1관 보험계약의 성립과 유지##` 및  \n  `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md > 6. 변액보험 관련 용어`에 따르면,  \n  일반계정은 계약자가 납입한 보험료를 회계처리하기 위한 계정으로, 회사가 **특별계정과 구분하여 재산을 관리하고 회계처리하는 계정**입니다.\n\n- **특별계정**  \n  같은 약관의 `제1관 보험계약의 성립과 유지##`와  \n  `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md > 특별계정`에 따르면,  \n  특별계정은 **계약자적립금의 전부 또는 일부를 기타 재산과 구별하여 운용하기 위한 계정**입니다.  \n  특히 변액보험은 보험료의 일부로 자금을 조성해 **특별계정으로 운영**하고, 그 **운용실적에 따라 계약자에게 투자이익을 배분**하므로 보험금이나 계약자적립금 등이 변동합니다.\n\n- **이 보험에서의 의미**  \n  `무배당파워변액유니버설종신보험_약관_100401_주계약_변경_new.md > 제1관 보험계약의 성립과 유지##`에 따르면,  \n  이 상품은 변액보험이므로 보험료의 일부가 **특별계정에 투입**되고, 그 특별계정 자산은 펀드 형태로 운용됩니다.\n\n- **구분 관리의 효과**  \n  `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md > 제14조 펀드의 운용 및 평가`에 따르면,  \n  특별계정의 펀드는 **일반보험 자산과 분리하여 독립적으로 운용**되고, 그 운용실적의 **이익과 손실은 다른 계정과 관계없이 해당 계약에 귀속**됩니다.\n\n즉, 쉽게 말하면 **보험료 중 변액보험 운용 대상이 되는 돈은 특별계정에서 따로 굴리고, 회사의 일반적인 보험 자산과는 분리해서 관리한다**는 뜻입니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 무배당파워변액유니버설종신보험_약관_100401_주계약_변경_new.md, 027-별첨1_약관 내용 중 법 관련 인용 조문_240610.pdf-1.md
23	무)파워변액유니버설종신보험 변액상품을 가입하였는데 펀드 설정이 귀찮습니다. 알아서 하는 방법은 없나요?	네. 제공된 약관 근거상 이 상품은 특별계정에서 회사가 펀드를 운용하며, 계약자는 자산운용방법에 직접 관여할 수 없습니다.\n\n다만, **펀드 선택 자체를 완전히 안 하는 방식이 있는지**에 대해서는 약관상 다음처럼 구분해서 볼 수 있습니다.\n\n- **회사 운용 관련 공통 사항**  \n  - `무배당파워변액유니버설종신보험_약관_100401_주계약_변경_new.md / 제4관 특별계정에 관한 사항## / 제23조 [펀드의 운용 및 평가]`에 따르면, 펀드는 일반보험 자산과 분리해 독립적으로 운용되고, **계약자는 특별계정의 자산운용방법에 대해 일체 관여할 수 없습니다.**\n\n- **계약자가 해야 하는 선택 관련 사항**  \n  - 같은 문서의 `제25조 [계약자의 펀드 선택 및 변경]`에 따르면, **계약 체결 시 펀드(1개 또는 복수)를 선택할 수 있고**, 복수 선택 시에는 펀드별 편입비율도 설정해야 합니다.  \n  - 또 계약일 이후에도 연 12회 이내에서 편입비율 변경이나 펀드 변경을 요구할 수 있습니다.\n\n즉, **운용은 회사가 알아서 하지만**, 약관상으로는 **가입 시 펀드 선택 및 편입비율 설정이 예정되어 있는 구조**로 보입니다.  \n다만, 질문하신 **“아예 펀드 설정을 하지 않아도 자동으로 알아서 배분해 주는 별도 기능”**이 있는지는 제공된 약관 내용만으로는 확인되지 않습니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 027-별첨1_약관 내용 중 법 관련 인용 조문_240610.pdf-1.md, 무배당파워변액유니버설종신보험_약관_100401_주계약_변경_new.md
24	무)파워변액유니버설상품을 가입하였는데, 사망한 경우는 보험금을 주나요?	제공된 근거만으로는 **‘무)파워변액유니버설상품’** 자체의 사망보험금 지급 여부를 직접 확인할 수 없습니다.  \n현재 문맥에는 다른 상품/약관에서 다음과 같은 일반 규정만 확인됩니다.\n\n- `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md > 제3조 보험금의 지급사유##`  \n  → 보험기간 중 피보험자가 사망하면 약정한 사망보험금을 지급\n- `002-_무_종신보험표준형_20210101_약관.md > 제3조(보험금의 지급사유)`  \n  → 보험기간 중 사망 시 약정한 사망보험금 지급\n- `034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md > 제15조 【 주계약이 사망보장특약이 부가되어 있는 경우의 특칙 】`  \n  → 사망보장특약이 부가된 경우 사망보험금 합산 기준 존재\n\n다만, 위 문서들은 질문하신 **‘무)파워변액유니버설상품’**과 동일 상품이라고 확인되지 않으므로, 이 근거만으로 해당 상품의 사망보험금 지급 여부를 단정할 수 없습니다.  \n해당 상품의 **약관명과 ‘보험금의 지급사유’ 또는 ‘사망보험금’ 조항**이 추가로 필요합니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 002-_무_종신보험표준형_20210101_약관.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 007-300138_라이프앱가능업무.docx-1.md
25	신한THE착한연금미리받을수있는종신보험 현재 공제되는 위험보험료를 알려주세요	제공된 근거만으로는 **신한THE착한연금미리받을수있는종신보험의 현재 공제되는 위험보험료**를 확인할 수 없습니다.\n\n근거:\n- **031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md / １ . 보험종목의 명칭 및 보험형태**에는 상품명과 보험형태만 있습니다.\n- **032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md / 신한THE착한연금미리받을수있는종신보험 (무배당, 저해지환급형) 주요내용 요약서**에는 구체 내용은 약관 등을 참조하라는 안내만 있습니다.\n- **032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md / 신한THE착한연금미리받을수있는종신보험 (무배당, 저해지환급형)**에는 “가입자 유의사항” 제목만 있고, 위험보험료 금액이나 산출 기준은 제시되지 않았습니다.\n\n따라서 현재 공제 위험보험료를 답하려면, 해당 상품의 **보험료 및 책임준비금 산출방법서**, **해약환급금 예시표**, 또는 **계약별 현재 적립금/공제내역 자료** 같은 추가 근거가 필요합니다.	031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md
26	신한THE착한연금미리받을수있는종신보험에서 보험료 납입기간 중에 해지하면 환급금이 적은데 이유가 뭔가요?	신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형) 약관의 **「2. 해지환급금 관련 유의사항」**에 따르면, 보험료 납입기간 중 해지했을 때 환급금이 적거나 없을 수 있는 이유는 다음과 같습니다.\n\n1. **납입한 보험료 전액이 그대로 적립되지 않기 때문**  \n   납입한 보험료 중에서 **위험보장을 위한 보험료, 계약체결비용, 계약관리비용**을 차감한 후 운용·적립됩니다.\n\n2. **해지 시 추가 차감이 있을 수 있기 때문**  \n   해지할 때는 **적립금에서 이미 지출한 계약체결비용 해당액을 차감하는 경우**가 있다고 되어 있습니다.\n\n3. **이 상품이 저해지환급형이기 때문**  \n   같은 약관의 해당 조항과 사업방법서 **「▣ 해지환급금 및 환급률 비교」**에 따르면, **보험료 납입기간 중** 해지하면  \n   - **50%형**: 일반형(100%형) 해지환급금의 **50%**  \n   - **70%형**: 일반형(100%형) 해지환급금의 **70%**  \n   로 정해집니다.\n\n다만, **보험료 납입기간이 완료된 이후** 해지하는 경우에는 약관상 **일반형(100%형)의 해지환급금과 동일**하다고 되어 있습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
