No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
11	신한유니버설종신보험 현재 납입하는 보험료가 부담됩니다.  보험료를 적게 낼 수 있는 방법이 있나요?	신한유니버설종신보험의 약관에 따르면, 보험료 납입 경과 기간이 2년(24회 납입) 이후부터는 해약환급금에서 월대체보험료를 충당할 수 있을 경우 기본보험료를 납입하지 않아도 됩니다. 또한, 보험료를 추가로 납입하거나 계약자적립금을 인출하는 방법도 고려할 수 있습니다. 이 외에 보험가입금액을 감액하여 보험료를 줄이는 방법도 약관에서 언급되어 있습니다. 이러한 옵션들은 약관에 명시된 조건에 따라 적용되므로, 구체적인 상황에 대해 보험사와 상담하시기를 권장합니다.  \n\n출처: 약관_(무)신한유니버설종신보험_080312.pdf	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	납입하는 보험료를 줄이는 방법은 약관의 규정에 따라 1. 보험가입금액을 감액 또는 기본보험료의 감액 과 2. 유니버설종신보험의 특성에 따른 자유납을 활용하는 방법이 있습니다.\n1. 보험가입금액을 감액하는 경우, 감액 시점 이후부터 감액된 가입금액에 따른 낮아진 보험료를 납입기간 동안 납입할 수 있습니다.\n2. 유니버설종신보험은 의무납입기간 이후에는 납입하는 보험료 수준을 자유롭게 정하여 납입하거나 월대체를 활용하여 보험료를 납입하지 아니할 수 있습니다. 단, 이러한 경우 계약자적립액이 감소하게 되어 계약이 해지될 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	부분일치	85	일치	100	부분일치	88	부분일치 88%	Actual Response는 보험료를 줄이는 방법에 대해 대부분 정확히 설명했으나, '자유납'이라는 용어를 명시적으로 언급하지 않았고, 계약자적립액 감소로 인한 계약 해지 가능성에 대한 경고가 부족합니다. Context는 기대 문서명과 일치합니다.
12	신한유니버설종신보험 가입후 월대체로 계약을 유지하는데 보장은 종신까지 받을 수 있나요?	신한유니버설종신보험 약관에 따르면, 보험료 납입 경과 기간 2년(24회 납입) 이후에는 해약환급금에서 월대체보험료를 공제하여 계약을 유지할 수 있습니다. 이 경우 계약이 유지되는 동안 종신까지 보장을 받을 수 있는 것으로 보입니다. 다만, 해약환급금이 부족하여 월대체보험료를 충당할 수 없게 되면 계약이 해지될 수 있으므로, 해약환급금 상태를 지속적으로 확인하는 것이 중요합니다. (출처: 약관_(무)신한유니버설종신보험_080312.pdf)	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	유니버설종신보험에서 보험료를 납입하지 않고 월대체를 하게 되면 회사는 계약자적립액에서 월대체공제 금액을 매월 공제합니다. 따라서 계약자적립액은 매월 감소할 수 있습니다. 이러한 경우 장래 계약자적립액이 소진되어 약관의 규정에 따라 계약이 해지될 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	부분일치	75	일치	100	부분일치	80	부분일치 80%	Response는 월대체로 계약을 유지할 수 있는 조건과 종신 보장 가능성을 언급했으나, 계약자적립액 소진 시 계약 해지 가능성을 명확히 설명하지 않아 일부 누락이 있습니다. Context는 기대 문서명과 일치합니다.
13	신한유니버설종신보험 주계약보험료를 처음에는 20만원 내다가 나중에 더 적게 낼 수 있나요?	신한유니버설종신보험 약관에 따르면, 보험료 납입경과기간 2년(24회 납입) 이후에는 해약환급금에서 월대체보험료를 충당할 수 있을 경우 기본보험료를 납입하지 않을 수도 있습니다. 따라서 처음에 20만 원을 납입하다가 이후에 보험료를 줄이는 것이 가능할 수 있습니다. 다만, 구체적인 조건과 절차는 약관에 명시된 내용을 따라야 하므로, 추가적인 확인이 필요합니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf	계약자는 의무납입기간 이내에는 기본보험료(20만원)을 납입하여야 하며, 의무납입기간 이후부터는 해약환급금(보험계약대출 원리금을 차감한 금액 기준)에서 월대체보험료를 충당할 수 있을 경우 기본보험료를 납입하지 않거나 자유롭게 납입할 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	일치	100	일치	100	일치	Response는 의무납입기간 이후 해약환급금을 활용하여 보험료를 줄일 수 있다는 조건을 정확히 설명하였으며, 약관 문서도 기대 문서와 일치합니다.
14	신한유니버설종신보험에서 사망시 사망보험금은 어떻게 산출됩니까?	신한유니버설종신보험에서 사망 시 지급되는 사망보험금은 기본보험금액과 변동보험금액의 합계로 산출됩니다. 기본보험금액은 기본사망보험금, 이미 납입한 보험료(특약보험료 제외), 계약자적립금의 110% 금액 중 가장 큰 금액으로 정의됩니다. 변동보험금액은 계약자적립금과 예정최저적립금의 차이에 따라 증감되며, 매월 계산되어 1개월간 확정 적용됩니다. (출처: 약관_(무)신한유니버설종신보험_080312.pdf)	300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf	신한유니버설종신보험의 사망보험금은 사망한 때의 아래 2개의 각각 산출된 금액을 더하여 지급합니다.\n 사망보험금 : 기본보험금액 + 변동보험금액\n 주) 기본보험금액은 기본사망보험금과 이니 납입한 보험료(단, 특약보험료는 제외) 그리고 주계약적립금의 110% 금액 중 가장 근 금액을 말합니다.\n      변동보험금액은 계약자적립금과 예정최저적립금과의 차이에 의하여 증감되는 보험금액으로 유효한 보험계약에 대하여 매월 계약해당일마다 계산하여 다음 월단위 계약해당일까지 1개월간 확정 적용합니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용과 조건을 정확히 포함하고 있으며, Context도 기대 문서명과 일치합니다.
15	신한유니버설종신보험 해약환급금이 처음 가입시 제공한 해약환급금 예시표에 비하여 크게 떨어집니다.  이유가 무엇인가요?	신한유니버설종신보험의 해약환급금이 가입 시 제공된 해약환급금 예시표보다 낮아진 이유는 다음과 같은 요인들 때문일 수 있습니다:\n\n1. **공시이율의 변동**: 해약환급금은 보험료 및 책임준비금 산출방법서에 따라 계산되며, 공시이율이 변경될 경우 변경된 공시이율이 적용됩니다. 따라서 공시이율이 낮아지면 해약환급금도 감소할 수 있습니다. (출처: 약관 제21조)\n\n2. **월대체보험료 공제**: 보험료 납입경과기간 2년 이후에는 매월 계약해당일에 해약환급금에서 월대체보험료가 공제됩니다. 이로 인해 해약환급금이 감소할 수 있습니다. (출처: 약관 제12조)\n\n3. **중도인출 및 감액**: 계약자적립금의 중도인출이나 보험가입금액의 감액이 발생한 경우, 해약환급금이 감소할 수 있습니다. (출처: 약관 제6조, 제35조)\n\n4. **보험계약대출**: 해약환급금에서 보험계약대출 원리금이 차감된 경우, 실제 지급 가능한 해약환급금이 줄어들 수 있습니다. (출처: 약관 제36조)\n\n따라서 해약환급금이 예시표보다 낮아진 이유는 위와 같은 조건들에 따라 달라질 수 있습니다. 계약의 구체적인 상황을 확인해보는 것이 필요합니다.	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	계약자는 계약일 이후 계약이 소멸하기 전에 언제든지 해약을 할 수 있으며, 회사는 이 때 보험료 및 책임준비금 산출방법서에 따라 계산된 해약환급금을 지급합니다. 해약환급금은 납입한 보험료 중 월 공제액을 제외한 저축보험료(=적립부분순보험료)를 이 상품의 공시이율을 적용하여 계약자적립액을 산출합니다. 이 때 공시이율이 변경될 경우에는 변경된 날부터 변경된 공시이율을 기준으로 적용합니다.\n가입당시 제공한 해약환급금 예시표는 가입당시 적용중이던 공시이율이 장래 변동이 없는 가정하에 산출한 안내표이며, 실제의 해약환급금은 약관의 규정에 따라 공시이율이 변경된 경우 변경된 공시이율을 적용하므로 실제의 해약환급금은 제공된 예시표와 다를 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	일치	100	일치	100	일치	Response는 해약환급금이 예시표보다 낮아질 수 있는 이유를 공시이율 변동, 월대체보험료 공제, 중도인출 및 감액, 보험계약대출 등으로 상세히 설명하며, Standard Answer와 핵심 내용이 일치합니다. 또한, 제공된 Context 문서도 기대 문서명과 정확히 일치합니다.
16	신한유니버설종신보험에 가입하여 유지중입니다. 감액 이후에 이미납입한 보험료는 어떻게 산출하나요?	"신한유니버설종신보험 약관에 따르면, 보험가입금액을 감액한 경우 감액 이후의 ""이미 납입한 보험료""는 다음과 같이 산출됩니다:  \n\n감액 이후의 이미 납입한 보험료 = 감액 직전 이미 납입한 보험료 × (감액 후 계약자적립금 ÷ 감액 전 계약자적립금)  \n\n여기서 ""감액 직전 이미 납입한 보험료""는 해당 감액 전 중도인출 및 감액이 발생한 경우 약관 제6조(계약내용의 변경) 제3항 및 관련 방법에 따라 계산된 보험료를 의미합니다.  \n\n출처: 약관_(무)신한유니버설종신보험_080312.pdf"	약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf	③ 제2항에 따라 보험가입금액을 감액한 경우 기본보험금액의 계산시 적용하는 “이미 납입한 보험료”는 다음과 같습니다.\n감액이후의 「이미 납입한보험료」\n= 감액직전 이미 납입한 보험료 × 감액후 계약자적립금 / 감액전계약자적립금\n㈜「감액직전 이미 납입한 보험료」는 해당 감액전 중도인출 및 감액이 발생한 경우 제35조(계약자적립금의 인출) 제2항 및 상기 방법에 따라 계산된 이미 납입한 보험료를 말합니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용과 계산식, 조건을 정확히 포함하고 있으며, Context도 기대 문서명과 일치합니다.
17	신한유니버설종신보험 해약환급금 신청하여 환급금이 발생하였으나 아직 청구하지 않은 상황입니다. 일정기간이 지나서 청구하는 경우 지급이자는 어떻게 계산이 되나요?	신한유니버설종신보험의 해약환급금 지급이자는 다음과 같이 계산됩니다:\n\n1. **해약환급금 지급사유 발생일의 다음날부터 청구일까지의 기간**  \n   - 1년 이내: 공시이율의 50%  \n   - 1년 초과 기간: 1%  \n\n2. **해약환급금 청구일의 다음날부터 지급일까지의 기간**  \n   - 공시이율 + 1%  \n\n3. **지급기일의 다음날부터 해약환급금 지급일까지의 기간**  \n   - 보험계약대출이율  \n\n지급이자는 연단위 복리로 일자 계산되며, 소멸시효(2년)가 완성된 이후에는 지급되지 않습니다. 또한, 계약자 등의 책임 있는 사유로 지급이 지연된 경우 해당 기간에 대한 이자는 지급되지 않을 수 있습니다.  \n(출처: 약관_(무)신한유니버설종신보험_080312.pdf)	약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf	해약환급금 지급사유가 발생한 날의 다음날부터 해약환급금 청구일까지의 기간에 따라\n1년이내 : 공시이율의 50%\n1년초과기간 : 1%\n연단리 복리리 일자계산하여 지급합니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 모두 포함하고 있으며, 지급이자 계산 방식과 조건을 정확히 설명했습니다. Context도 기대 문서명과 일치합니다.
18	신한유니버설종신보험 보험료 의무 납입기간 경과 이후에도 보험료 선납이 가능한가요? 만약에 가능하다면 선납가능한 보험료와 선납시 적용되는 이율을 알려주세요.	제공된 문서 내용에서는 신한유니버설종신보험의 보험료 의무 납입기간 경과 이후에도 보험료 선납이 가능한지 여부와 선납 가능한 보험료 및 선납 시 적용되는 이율에 대한 정보가 명확히 제시되어 있지 않습니다. 추가적인 정보가 필요합니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf	선납보험료는 납입경과 기간 2년이내에 한하여 기본보험료(특약이 부과된 경우 특약보험료 포함)의 배수로 선납이 가능하며 최대 23개월분 까지  선납이 가능합니다.\n선납보험료는 보험료 납입일부터 이계약의 공시이율로 부리 적립하고 해당 월계약 해당일에 해약환급금에서 월대체 보험료를 공제합니다.	약관_(무)신한유니버설종신보험_다른 파일에 있는 내용일듯	불일치	0	부분일치	50	불일치	10	불일치	Response가 질문에 대한 핵심 답변을 제공하지 못했으며, Context도 기대 문서명과 일부만 일치합니다.
19	연금보험 프리스타일에 가입하여 연금개시후 종신형 연금 보증지급기간 안에 피보험자가 사망하면 일시금 지급이 가능한가요?	제공된 문서 내용에서는 연금보험 프리스타일의 종신형 연금 보증지급기간 중 피보험자 사망 시 일시금 지급 가능 여부에 대한 명확한 정보가 없습니다. 추가적인 자료가 필요합니다.	300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf	종신형 연금 지급개시후 보증지급기간(10회 15회 20회) 동안 연금액을 보증지급하며, 보증지급기간(10회 15회 20회) 안에 피보험자(보험대상자) 사망시에는 보증지급기간까지의 미지급된 연금액을 연금지급일에 지급하거나, 보증지급기간 중 잔여기간동안의 연금액을 선지급 할 수 있습니다	docs/약관_무배당연금보험프리스타일_20130401_v3.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Response는 질문에 대한 명확한 답변을 제공하지 못했으며, 실제 Context 문서도 기대 문서와 일치하지 않습니다.
20	연금보험 프리스타일은 생존연금액 계산시 이율은 얼마인가요?	"제공된 문서들에서는 ""연금보험 프리스타일""의 생존연금액 계산 시 적용되는 이율에 대한 정보가 명시적으로 포함되어 있지 않습니다. 추가적인 정보나 관련 문서가 필요합니다."	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf	생존연금의 계산은 “이 계약의 약관대출이율 - 1.5%”를 적용하여 계산되므로 이 계약의 약관 대출이율이 변경되면 생존연금액도 변경됩니다.	docs/약관_무배당연금보험프리스타일_20130401_v3.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Response는 질문에 대한 핵심 답변을 제공하지 못했으며, 제공된 Context도 기대 문서와 일치하지 않습니다.
21	연금보험 프리스타일에서 말하는 추가납입은 무엇을 의미하고 언제부터 추가납입이 가능하고 보험기간은 어떻게 되나요?	제공된 컨텍스트에서는 연금보험 프리스타일에서 추가납입의 의미, 추가납입 가능 시점, 보험기간에 대한 명확한 정보가 확인되지 않습니다. 추가 정보를 제공해 주시면 답변을 드릴 수 있습니다.	300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf	①이 특약의 보험료는 주계약의 보험계약일부터 1년 이상 경과한 경우에 계약자의 신청에 의하여 주계약의 보험료 납입기간동안 주계약 보험료에 추가하여 계속 납입하기로 한 증액된 부분의 보험료(이하 “증액보험료”라 합니다)를 말합니다.\n① 이 특약의 보험기간은 주계약의 제1보험기간과 동일합니다.\n②이 특약의 보험료는 주계약의 보험료 납입기간 중에 주계약의 보험료와 함께 납입하여야 하며 주계약의 보험료를 선납하는 경우에도 또한 같습니다.	docs/약관_무배당연금보험프리스타일_20130401_v3.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Actual Response는 질문에 대한 답변을 제공하지 못했으며, 제공된 Context도 기대 문서와 일치하지 않아 관련 정보를 확인할 수 없습니다.
22	무)파워변액유니버설종신보험에서 자산을 운용함에 있어 일반계정과 특별계정으로 나누어서 관리한다고 하는데, 무슨뜻인가요?	"제공된 문서 내용에서는 ""(무)파워변액유니버설종신보험""의 자산 운용 방식에서 일반계정과 특별계정으로 나누어 관리하는 의미에 대한 구체적인 설명이 포함되어 있지 않습니다. 추가적인 정보가 필요합니다."	약관_(무)신한유니버설종신보험_080312.pdf	①일반계정\n   보험업법에서 규정하고 있는 계약을 제외한 계약에서 계약자가 납입한 보험료를 회계 처리하기 위한 계정을 말하며, 회사는 특별계정과 \n   구분하여 자산을 관리하고 회계처리합니다.\n\n② 특별계정\n    준비금에 상당하는 자산의 전부 또는 일부를 기타자산과 구별하여 이용하기 위한 계정을 말합니다.	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	불일치	0	불일치	0	불일치	0	불일치	답변이 질문에 대한 핵심 내용을 제공하지 못했으며, 실제 Context 문서도 기대 문서와 일치하지 않습니다.
23	무)파워변액유니버설종신보험 변액상품을 가입하였는데 펀드 설정이 귀찮습니다. 알아서 하는 방법은 없나요?	제공된 문서 내용에서는 무)파워변액유니버설종신보험의 펀드 설정을 자동으로 관리하는 방법에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변이 가능합니다.	약관_(무)신한유니버설종신보험_080312.pdf	(펀드자동재배분)\n펀드자동재배분이라함은 일정 주기마다 펀드별 계약자 적립금을 고객이 선택한 편입비율로 재배분하는 옵션을 말합니다.\n예를 들어 3개월 주기 펀드자동재배분, A펀드 50% + B펀드 50%선택한 경우에는 매3개월마다 계약자 적립금 총액을 기준으로 A펀드와 B펀드에 계약자 적립금을 50% : 50%의 비율로 각각 배분하게 됩니다.\n\n-> 질문에 대한 확대 답변 포함\n   (펀드의 선택 -> 펀드 재배분)	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 핵심 답변을 제공하지 못했으며, 제공된 문서도 기대 문서와 일치하지 않습니다.
24	무)파워변액유니버설상품을 가입하였는데, 사망한 경우는 보험금을 주나요?	(무)파워변액유니버설상품의 약관에 따르면, 보험대상자(피보험자)가 사망한 경우 사망보험금이 지급됩니다. 사망보험금 지급은 약관 제16조(보험금의 종류 및 지급사유)에 명시되어 있으며, 보험기간 중 사망이 확인된 경우 지급됩니다. 다만, 특정 조건이나 예외 사항이 있을 수 있으므로 자세한 내용은 약관을 확인하시기 바랍니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	보험기간중 피보험자(보험대상자)가 사망하거나 장해분류표 중 동일한 재해 또는 재해이외의 동일한 원인으로 여러 신체부위의 장해지급률을 더하여 80%이상인 장해상태가 되었을 경우\n▶ 기본보험금액 + 가산보험금액 지급합니다.\n\n-> 제공자료의 사망보험금\n   (다음 중 가장 큰 금액을 지급)\n    - 기본보험금액\n    - 계약자적립금 ×  105%\n    - 이미 납입한 보험료	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	부분일치	75	불일치	0	부분일치	60	부분일치 60%	Response는 사망보험금 지급 조건을 언급했으나, 지급 금액 계산 방식과 구체적인 조건이 누락되었습니다. 또한 Context 문서가 기대 문서와 일치하지 않습니다.
25	신한THE착한연금미리받을수있는종신보험 현재 공제되는 위험보험료를 알려주세요	질문과 일치하는 상품 문맥을 찾지 못했습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf	신한THE착한연금미리받을수있는종신보험은 보장성 상품으로 저축성 상품처럼 납입보험료에서 일정액을 공제하고 공시이율로 부리하는 상품이 아닙니다, 따라서 보장성보험은 저축성 보험처럼 위험보험료를 별도로 산출하지 않습니다\n신한THE착한연금미리받을수있는종신보험의 기초서류(산출방법서)에 의하여 장래의 위험에 대비하기 위하여 매 경과년도별로 별도의 적립금(책임준비금)을 산출하여 적립하고 해당 책임준비금으로 계약을 해약할 경우 해약환급금을 계산하여 지급합니다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 제공되지 않았습니다.
26	신한THE착한연금미리받을수있는종신보험에서 보험료 납입기간 중에 해지하면 환급금이 적은데 이유가 뭔가요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	가. 저해지환급형(50%형 및 70%형)은 “저해지환급형” 상품으로 보험료 납입기간중 계약이 해지될 경우 일반형(100%형)의 해지환급금 대비 적은 해지환급금을 지급하는 대신 일반형(100%형)보다 저렴한 보험료로 종신보험을 가입할수 있도록 한 상품이다.\n나. “가.”에서 해지환급금을 계산할 때 기준이 되는 일반형(100%형)의 해지환급금 은 “보험료 및 책임준비금 산출방법서”에서 정한 방법에 따라 산출된 금액으로 해지율을 적용하지 않고 계산한다.\n다. 저해지환급형(50%형 및 70%형)의 계약이 보험료 납입기간 중 해지될 경우의 해지환급금은 50%형의 경우 일반형(100%형) 해지환급금의 \n50%에 해당하는 금액으로 하며, 70%형의 경우 일반형(100%형) 해지환급금의 70%에 해당하는 금액으로 한다. 다만, 보험료 납입기간이 완료된 이후 계약이 해지되는 경우에는 일반형(100%형)의 해지환급금과 동일하며 납입되지 않은 보험료가 있는 경우 매월 계약해당일에 정상적으로 보험료가 납입되었을 때의 해지환급금에서 납입되지 않은 보험료를 차감하여 지급한다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf.md + docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 제공되지 않았습니다.
27	신한THE착한연금미리받을수있는종신보험 보험료 납입하다가 연금으로 전환이 되는것으로 아는데 연금전환하면 전환 후의 약관 및 요율을 적용하는거 맞지요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	가. 연금전환특약의 연금액은 전환일 현재 피보험자의 나이에 의하여 계산한다.\n나. 연금전환특약은 전환전계약 가입시의 약관 및 보험요율을 적용한다.다만, 종신연금형의 경우 연금전환시 연금생명표 개정 등에 따라 가입당시 연금생명표로 계산한 연금액보다 연금전환당시 연금생명표로 계산한 연금액이더 큰 경우에는 연금전환 당시의 연금생명표를 기준으로 산출한 연금액을 지급한다. 이 경우 회사는 계약자가 연금전환을 신청하였을 때 연금액 변동내역 및 연금지급형태 선택방법 등을 안내한다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 제공되지 않았습니다.
28	무배당 종신보험 표준형 15년납 2006년에 가입하여, 완납된 상태입니다. 이후에도 공제되는 사업비가 있나요?	제공된 컨텍스트에서는 무배당 종신보험 표준형의 완납 후에도 사업비가 공제되는지 여부에 대한 명확한 정보를 확인할 수 없습니다. 추가적인 관련 문서나 정보가 필요합니다.	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf	완납이후에는 납입후 유지비만 공제되며, 매년 보험가입금액 * 0.25/1000으로 공제됩니다.	docs/무배당종신보험_사업방법서_060401.doc.md	불일치	0	불일치	0	불일치	0	불일치	답변이 정답과 핵심적으로 불일치하며, 제공된 컨텍스트도 기대 문서와 관련이 없습니다.
29	무배당 종신보험 표준형으로 현재 실효가 된 상태입니다. 부활시 부활이자는 어떻게 되나요?	무배당 종신보험 표준형이 실효된 상태에서 부활 시, 부활이자는 다음과 같이 계산됩니다:  \n\n1. 기본보험료 납입경과기간이 2년(24회 납입) 이내인 경우: 연체된 기본보험료(특약이 부가된 경우 특약보험료 포함)에 공시이율로 계산한 연체이자를 더한 금액을 납입해야 합니다.  \n2. 기본보험료 납입경과기간이 2년(24회 납입) 이후인 경우: 해약환급금에서 월대체보험료를 충당하지 못한 날부터 부활(효력회복)을 청약한 날까지의 개월수를 곱한 금액과 기본보험료 총액(특약이 부가된 경우 특약보험료 포함)에서 이미 납입한 기본보험료를 차감한 금액 중 작은 금액에 공시이율로 계산한 연체이자를 더한 금액을 납입해야 합니다.  \n\n출처: 약관_(무)신한유니버설종신보험_080312.pdf	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx	계약자는 실효된 날부터 2년 이내에 계약의 부활(효력회복)을 청약할 수 있으며, 회사가 이를 승낙한 때에는 부활(효력회복)을 청약한 날까지의 연체된 보험료에 이 계약의 예정이율+1% 범위 내에서 이 보험에 대해 회사가 정하는 이율로 계산한 금액을 더하여 납입하여야 합니다.	docs/무배당종신보험표준형_약관_060401.pdf.md	부분일치	75	부분일치	50	부분일치	70	부분일치 70%	Response는 부활이자 계산 방식에 대해 상세히 설명했으나, 정답의 핵심인 '예정이율+1% 범위 내에서 회사가 정하는 이율'을 명시하지 않았습니다. Context는 관련 문서를 포함했으나 기대 문서명이 정확히 일치하지 않습니다.
30	무배당 종신보험 표준형 가입한 고객입니다. 선납시 보험료 할인이 있나요?	제공된 문서들에서는 무배당 종신보험 표준형의 선납 보험료 할인 여부에 대한 정보가 명시적으로 포함되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변이 가능합니다.	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 약관_(무)신한유니버설종신보험_080312.pdf	3개월 이상의 보험료를 선납시 할인이 적용되며, 할인율은 예정이율로 합니다.	무배당종신보험_사업방법서_060401.doc	불일치	0	불일치	0	불일치	0	불일치	Response가 정답과 반대되는 내용을 제공하며, Context도 기대 문서와 일치하지 않습니다.
31	신한진심을품은변액유니버설종신을 연금으로 전환시 연금액은 어떻게 산출이 되나요?	"제공된 문서 내용에서는 ""신한진심을품은변액유니버설종신"" 보험을 연금으로 전환할 때 연금액 산출 방식에 대한 구체적인 정보가 포함되어 있지 않습니다. 추가적인 자료가 필요합니다."	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf	보험계약자가 연금계약으로 전환시, 회사는 주계약 가입당시 “사업방법서, 약관, 보험료 및 책임준비금 산출방법서와 보험요율[연금사망률, 계약관리비용, 가입당시 산출기준에 따른 공시이율(최저보증이율 포함)]을 기준으로 연금액을 계산하여 지급합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Response는 질문에 대한 답변을 제공하지 못했으며, 실제 Context 문서도 기대 문서와 일치하지 않습니다.
32	신한진심을품은변액유니버설종신에서 중도인출시 언제 지급되나요?	"제공된 문서에서는 ""신한진심을품은변액유니버설종신""의 중도인출 시 지급 시점에 대한 명확한 정보가 없습니다. 추가적인 세부 정보가 필요합니다."	약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 300233_계약관계자변경.docx	계약자적립금의 인출시 인출금액은 「인출신청일 + 제2영업일」 의 기준가격을 적용하여 계약자적립금에서 차감되며, 지급됩니다. 계약자적립금의 인출은 추가납입보험료에 의한 계약자적립금에서 우선적으로 가능하며, 추가납입보험료에 의한 계약자적립금이 부족한 경우에 한하여 기본보험료에 의한 계약자적립금에서 인출이 가능합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Response는 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 포함되지 않았습니다.
