No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
11	신한유니버설종신보험 현재 납입하는 보험료가 부담됩니다.  보험료를 적게 낼 수 있는 방법이 있나요?	신한유니버설종신보험의 보험료를 적게 낼 수 있는 방법으로는 다음과 같은 옵션이 있습니다:  \n\n1. **보험가입금액 감액**: 계약자는 회사의 승낙을 얻어 보험가입금액을 감액할 수 있습니다. 이 경우 감액된 부분은 해지된 것으로 간주되며, 이에 따른 해약환급금이 지급될 수 있습니다. (출처: 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 제6조 【 계약내용의 변경 】)  \n\n2. **고액계약 할인**: 월납의 경우 주보험 보험가입금액이 3,000만 원 이상일 때 제2회 이후 기본보험료에 대해 보험료 할인이 적용됩니다. 할인율은 보험가입금액에 따라 1.0%에서 최대 2.5%까지 가능합니다. (출처: 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 13. 고액계약할인에 관한 사항)  \n\n이 외의 방법이나 추가적인 할인 조건은 제공된 문서에 명시되어 있지 않습니다.	029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md	납입하는 보험료를 줄이는 방법은 약관의 규정에 따라 1. 보험가입금액을 감액 또는 기본보험료의 감액 과 2. 유니버설종신보험의 특성에 따른 자유납을 활용하는 방법이 있습니다.\n1. 보험가입금액을 감액하는 경우, 감액 시점 이후부터 감액된 가입금액에 따른 낮아진 보험료를 납입기간 동안 납입할 수 있습니다.\n2. 유니버설종신보험은 의무납입기간 이후에는 납입하는 보험료 수준을 자유롭게 정하여 납입하거나 월대체를 활용하여 보험료를 납입하지 아니할 수 있습니다. 단, 이러한 경우 계약자적립액이 감소하게 되어 계약이 해지될 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	부분일치	75	부분일치	90	부분일치	78	부분일치 78%	Response는 보험료를 줄이는 방법 중 '보험가입금액 감액'과 '고액계약 할인'을 언급했으나, '자유납'과 '월대체' 옵션을 포함하지 않아 정답의 핵심 내용을 일부 누락했습니다. Context는 관련 문서를 포함했으나, 기대 문서명과 정확히 일치하지 않습니다.
12	신한유니버설종신보험 가입후 월대체로 계약을 유지하는데 보장은 종신까지 받을 수 있나요?	제공된 문서 내용에서는 신한유니버설종신보험의 월대체 계약 유지 시 보장이 종신까지 가능한지에 대한 명확한 정보가 포함되어 있지 않습니다. 추가적인 근거가 필요합니다.	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	유니버설종신보험에서 보험료를 납입하지 않고 월대체를 하게 되면 회사는 계약자적립액에서 월대체공제 금액을 매월 공제합니다. 따라서 계약자적립액은 매월 감소할 수 있습니다. 이러한 경우 장래 계약자적립액이 소진되어 약관의 규정에 따라 계약이 해지될 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	부분일치	60	부분일치	80	부분일치	64	부분일치 64%	Response는 질문에 대한 명확한 답변을 제공하지 못했으며, 월대체 시 계약자적립액 소진 가능성과 계약 해지 가능성을 언급하지 않았습니다. Context는 관련 문서를 일부 포함하지만, 기대 문서명이 명확히 포함되지 않았습니다.
13	신한유니버설종신보험 주계약보험료를 처음에는 20만원 내다가 나중에 더 적게 낼 수 있나요?	신한유니버설종신보험의 경우, 보험료 납입경과기간 2년(24회 납입) 이후부터는 해약환급금에서 월대체보험료를 충당할 수 있을 경우 기본보험료를 납입하지 않아도 됩니다. 또한, 2년 이후부터는 보험료를 납입 한도 내에서 자유롭게 납입할 수 있습니다. (출처: 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 7. 월납계약의 보험료 납입에 관한 사항)	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 007-300138_라이프앱가능업무.docx-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md	계약자는 의무납입기간 이내에는 기본보험료(20만원)을 납입하여야 하며, 의무납입기간 이후부터는 해약환급금(보험계약대출 원리금을 차감한 금액 기준)에서 월대체보험료를 충당할 수 있을 경우 기본보험료를 납입하지 않거나 자유롭게 납입할 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	부분일치	80	일치	96	일치	답변이 정답의 핵심 내용을 정확히 포함하고 있으며, 문서명은 일부 유사하지만 관련성이 높아 부분일치로 평가됩니다.
14	신한유니버설종신보험에서 사망시 사망보험금은 어떻게 산출됩니까?	신한유니버설종신보험에서 사망 시 지급되는 사망보험금은 기본보험금액과 변동보험금액의 합계액으로 산출됩니다. 기본보험금액은 기본사망보험금, 이미 납입한 보험료, 계약자적립금의 110% 금액 중 가장 큰 금액으로 결정됩니다. 기본사망보험금은 보험가입금액에서 중도인출금액을 차감하고 추가납입보험료를 합산한 금액으로 산출되며, 보험가입금액을 최고한도로 합니다. 변동보험금액은 계약자적립금이 예정최저적립금을 초과하는 경우 그 차액을 기준으로 계산됩니다. (출처: 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1, 제15조 【 보험금액 】)	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 018-대구고등법원 2005. 9. 27. 선고 2004나3957(본소),2004나3964(반소) 판결.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	신한유니버설종신보험의 사망보험금은 사망한 때의 아래 2개의 각각 산출된 금액을 더하여 지급합니다.\n 사망보험금 : 기본보험금액 + 변동보험금액\n 주) 기본보험금액은 기본사망보험금과 이니 납입한 보험료(단, 특약보험료는 제외) 그리고 주계약적립금의 110% 금액 중 가장 근 금액을 말합니다.\n      변동보험금액은 계약자적립금과 예정최저적립금과의 차이에 의하여 증감되는 보험금액으로 유효한 보험계약에 대하여 매월 계약해당일마다 계산하여 다음 월단위 계약해당일까지 1개월간 확정 적용합니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	부분일치	80	일치	96	일치	Response는 정답의 핵심 내용을 정확히 포함하고 있으며, 조건과 세부 사항도 충실히 설명되었습니다. 그러나 Context 문서명 중 일부가 기대 문서명과 정확히 일치하지 않아 부분일치로 평가됩니다.
15	신한유니버설종신보험 해약환급금이 처음 가입시 제공한 해약환급금 예시표에 비하여 크게 떨어집니다.  이유가 무엇인가요?	제공된 문서에서는 신한유니버설종신보험의 해약환급금이 예시표와 다르게 산출되는 이유에 대한 구체적인 정보가 포함되어 있지 않습니다. 추가적인 자료가 필요합니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md	계약자는 계약일 이후 계약이 소멸하기 전에 언제든지 해약을 할 수 있으며, 회사는 이 때 보험료 및 책임준비금 산출방법서에 따라 계산된 해약환급금을 지급합니다. 해약환급금은 납입한 보험료 중 월 공제액을 제외한 저축보험료(=적립부분순보험료)를 이 상품의 공시이율을 적용하여 계약자적립액을 산출합니다. 이 때 공시이율이 변경될 경우에는 변경된 날부터 변경된 공시이율을 기준으로 적용합니다.\n가입당시 제공한 해약환급금 예시표는 가입당시 적용중이던 공시이율이 장래 변동이 없는 가정하에 산출한 안내표이며, 실제의 해약환급금은 약관의 규정에 따라 공시이율이 변경된 경우 변경된 공시이율을 적용하므로 실제의 해약환급금은 제공된 예시표와 다를 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf	불일치	0	부분일치	50	불일치	10	불일치	답변이 질문에 대한 핵심적인 이유를 제공하지 못했으며, 관련 문서도 일부만 포함되어 있어 정확한 정보를 제공하지 못했습니다.
16	신한유니버설종신보험에 가입하여 유지중입니다. 감액 이후에 이미납입한 보험료는 어떻게 산출하나요?	"신한유니버설종신보험에서 감액 이후의 ""이미 납입한 보험료""는 다음과 같은 방식으로 산출됩니다:  \n\n- **감액 이후의 이미 납입한 보험료** = 감액 직전 이미 납입한 보험료 × (감액 후 계약자적립금 ÷ 감액 전 계약자적립금)  \n\n이는 감액 직전의 이미 납입한 보험료를 기준으로 계약자적립금의 변동 비율을 적용하여 계산됩니다. 해당 내용은 약관 및 사업방법서에 명시되어 있습니다."	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	③ 제2항에 따라 보험가입금액을 감액한 경우 기본보험금액의 계산시 적용하는 “이미 납입한 보험료”는 다음과 같습니다.\n감액이후의 「이미 납입한보험료」\n= 감액직전 이미 납입한 보험료 × 감액후 계약자적립금 / 감액전계약자적립금\n㈜「감액직전 이미 납입한 보험료」는 해당 감액전 중도인출 및 감액이 발생한 경우 제35조(계약자적립금의 인출) 제2항 및 상기 방법에 따라 계산된 이미 납입한 보험료를 말합니다.	약관_(무)신한유니버설종신보험_080312.pdf	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 정확히 포함하고 있으며, Context도 기대 문서명을 명확히 포함하고 있습니다.
17	신한유니버설종신보험 해약환급금 신청하여 환급금이 발생하였으나 아직 청구하지 않은 상황입니다. 일정기간이 지나서 청구하는 경우 지급이자는 어떻게 계산이 되나요?	신한유니버설종신보험의 해약환급금을 일정 기간 후 청구하는 경우 지급이자는 다음과 같이 계산됩니다:  \n\n1. **해약환급금 지급사유 발생일의 다음날부터 보험금 청구일까지의 기간**:  \n   - 1년 이내: 공시이율의 50%  \n   - 1년 초과 기간: 1%  \n\n2. **해약환급금 청구일의 다음날부터 지급 기일까지의 기간**:  \n   - 공시이율 + 1%  \n\n3. **지급기일의 다음날부터 해약환급금 지급일까지의 기간**:  \n   - 보험계약대출이율  \n\n추가적으로, 지급이자는 연단위 복리로 일자 계산되며, 소멸시효가 완성된 이후에는 지급되지 않습니다. 또한, 계약자 등의 책임 있는 사유로 지급이 지연된 경우 해당 기간에 대한 이자는 지급되지 않을 수 있습니다.  \n(출처: 약관_(무)신한유니버설종신보험_060703~071102_7614.pdf, 부표 4)	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	해약환급금 지급사유가 발생한 날의 다음날부터 해약환급금 청구일까지의 기간에 따라\n1년이내 : 공시이율의 50%\n1년초과기간 : 1%\n연단리 복리리 일자계산하여 지급합니다.	약관_(무)신한유니버설종신보험_080312.pdf	부분일치	85	부분일치	50	부분일치	78	부분일치 78%	Response는 정답의 핵심 내용을 대부분 포함하고 있으나, 일부 추가적인 정보(예: 지급기일 이후의 이자 계산 방식 등)가 포함되어 있어 정답과 완전히 일치하지 않습니다. Context는 관련 문서를 포함하고 있으나, 기대 문서명과 정확히 일치하지 않습니다.
18	신한유니버설종신보험 보험료 의무 납입기간 경과 이후에도 보험료 선납이 가능한가요? 만약에 가능하다면 선납가능한 보험료와 선납시 적용되는 이율을 알려주세요.	신한유니버설종신보험의 경우, 보험료 의무 납입기간 경과 이후에는 보험료 선납이 불가능합니다. 선납은 보험료 납입경과기간 2년(24회 납입) 이내에만 가능하며, 최대 23개월분까지 선납할 수 있습니다. (출처: 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1, 마. 선납보험료에 관한 사항)	029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	선납보험료는 납입경과 기간 2년이내에 한하여 기본보험료(특약이 부과된 경우 특약보험료 포함)의 배수로 선납이 가능하며 최대 23개월분 까지  선납이 가능합니다.\n선납보험료는 보험료 납입일부터 이계약의 공시이율로 부리 적립하고 해당 월계약 해당일에 해약환급금에서 월대체 보험료를 공제합니다.	약관_(무)신한유니버설종신보험_다른 파일에 있는 내용일듯	일치	100	부분일치	80	일치	96	일치	답변은 정답과 완전히 일치하며, 선납 가능 조건과 이율에 대한 설명도 정확합니다. 그러나 Context 문서명 중 일부만 기대 문서명과 일치하여 부분일치로 평가됩니다.
19	연금보험 프리스타일에 가입하여 연금개시후 종신형 연금 보증지급기간 안에 피보험자가 사망하면 일시금 지급이 가능한가요?	연금보험 프리스타일의 약관에 따르면, 연금개시 후 종신형 연금의 보증지급기간(20년 또는 100세) 안에 피보험자가 사망할 경우, 보증지급기간까지의 미지급된 연금액을 연금지급일에 지급하거나, '보험료 및 책임준비금 산출방법서'에 따라 공시이율로 할인하여 일시금으로 지급할 수 있습니다. (출처: 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 주)1. 책임준비금)	009-300197_제지급_우편.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	종신형 연금 지급개시후 보증지급기간(10회 15회 20회) 동안 연금액을 보증지급하며, 보증지급기간(10회 15회 20회) 안에 피보험자(보험대상자) 사망시에는 보증지급기간까지의 미지급된 연금액을 연금지급일에 지급하거나, 보증지급기간 중 잔여기간동안의 연금액을 선지급 할 수 있습니다	docs/약관_무배당연금보험프리스타일_20130401_v3.0.pdf.md	부분일치	85	일치	100	일치	88	일치	Actual Response는 정답의 핵심 내용을 대부분 포함하고 있으나, 보증지급기간의 구체적인 옵션(10회, 15회, 20회)에 대한 언급이 누락되었습니다. Context는 기대 문서명을 정확히 포함하고 있습니다.
20	연금보험 프리스타일은 생존연금액 계산시 이율은 얼마인가요?	연금보험 프리스타일의 생존연금액 계산 시 적용되는 이율은 매월 1일 회사가 정한 공시이율로 하며, 최저보증이율은 가입 후 10년 이하의 경과기간에 대해 연복리 2.5%, 10년 초과의 경과기간에 대해 연복리 1%가 적용됩니다. (출처: 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1, 제19조)	037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 002-(무)종신보험표준형_20210101_약관.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	생존연금의 계산은 “이 계약의 약관대출이율 - 1.5%”를 적용하여 계산되므로 이 계약의 약관 대출이율이 변경되면 생존연금액도 변경됩니다.	docs/약관_무배당연금보험프리스타일_20130401_v3.0.pdf.md	불일치	0	부분일치	50	불일치	10	불일치	Actual Response는 생존연금액 계산 이율에 대해 공시이율과 최저보증이율을 언급했으나, Standard Answer는 약관대출이율 - 1.5%를 기준으로 한다고 명시하여 핵심 내용이 다릅니다. Context는 기대 문서명을 일부 포함하지만 완전히 일치하지 않습니다.
21	연금보험 프리스타일에서 말하는 추가납입은 무엇을 의미하고 언제부터 추가납입이 가능하고 보험기간은 어떻게 되나요?	"프리스타일 연금보험에서 ""추가납입""은 보험료를 추가로 납입하는 것을 의미합니다. 2011년 4월 1일 이후 계약부터 기본보험료 증액은 불가능하며, 대신 월정기추가납입 또는 수시추가납입이 가능합니다. (출처: ""011-300227_계약사항 변경 업무기준 요약표.docx-1.md"", ""② 세부업무기준"")  \n\n보험기간에 대한 정보는 제공된 문서에서 확인되지 않았습니다."	011-300227_계약사항 변경 업무기준 요약표.docx-1.md	①이 특약의 보험료는 주계약의 보험계약일부터 1년 이상 경과한 경우에 계약자의 신청에 의하여 주계약의 보험료 납입기간동안 주계약 보험료에 추가하여 계속 납입하기로 한 증액된 부분의 보험료(이하 “증액보험료”라 합니다)를 말합니다.\n① 이 특약의 보험기간은 주계약의 제1보험기간과 동일합니다.\n②이 특약의 보험료는 주계약의 보험료 납입기간 중에 주계약의 보험료와 함께 납입하여야 하며 주계약의 보험료를 선납하는 경우에도 또한 같습니다.	docs/약관_무배당연금보험프리스타일_20130401_v3.0.pdf.md	부분일치	60	불일치	0	부분일치	48	부분일치 48%	Actual Response는 추가납입의 정의와 관련된 일부 정보를 제공했으나, 추가납입 가능 시점과 보험기간에 대한 정확한 정보를 포함하지 않았습니다. 또한, 제공된 Context 문서가 기대 문서명과 일치하지 않습니다.
22	무)파워변액유니버설종신보험에서 자산을 운용함에 있어 일반계정과 특별계정으로 나누어서 관리한다고 하는데, 무슨뜻인가요?	무)파워변액유니버설종신보험에서 자산을 일반계정과 특별계정으로 나누어 관리한다는 것은, 계약자가 납입한 보험료를 두 가지 방식으로 관리한다는 의미입니다.\n\n1. **일반계정**: 계약자가 납입한 보험료를 회계 처리하기 위한 계정으로, 특별계정에 해당하지 않는 자산을 관리합니다. 일반적으로 생명보험 상품 대부분에서 사용되는 관리 방식입니다. (출처: 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf, [ 일반계정])\n\n2. **특별계정**: 계약자적립금의 전부 또는 일부를 기타 재산과 구별하여 운용하기 위한 계정으로, 변액보험과 같은 상품에서 사용됩니다. 특별계정은 계약자가 선택한 자산(펀드)으로 운용되며, 그 운용 실적에 따라 계약자에게 투자이익이 배분됩니다. 이 계정은 일반계정과 분리되어 독립적으로 운용됩니다. (출처: 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf, [ 특별계정], 제4관 특별계정에 관한 사항)\n\n따라서, 일반계정은 안정적인 관리 목적을, 특별계정은 투자 성과에 따라 변동하는 자산 운용을 목적으로 합니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md	①일반계정\n   보험업법에서 규정하고 있는 계약을 제외한 계약에서 계약자가 납입한 보험료를 회계 처리하기 위한 계정을 말하며, 회사는 특별계정과 \n   구분하여 자산을 관리하고 회계처리합니다.\n\n② 특별계정\n    준비금에 상당하는 자산의 전부 또는 일부를 기타자산과 구별하여 이용하기 위한 계정을 말합니다.	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	부분일치	75	일치	100	부분일치	80	부분일치 80%	Response는 일반계정과 특별계정의 개념을 설명하며 정답과 유사하지만, 일부 표현이 정답과 다르고 약간의 추가 정보가 포함되어 있습니다. Context는 기대 문서명을 정확히 포함하고 있습니다.
23	무)파워변액유니버설종신보험 변액상품을 가입하였는데 펀드 설정이 귀찮습니다. 알아서 하는 방법은 없나요?	"무)파워변액유니버설종신보험에서 펀드 설정을 자동으로 관리하려면 ""펀드자동재배분"" 옵션을 활용할 수 있습니다. 이 옵션은 일정 주기마다 펀드별 계약자적립금을 고객이 선택한 펀드별 편입비율로 자동으로 재배분하는 기능입니다. 예를 들어, 3개월 주기로 A펀드 50%와 B펀드 50%를 선택하면, 매 3개월마다 계약자적립금 총액을 기준으로 A펀드와 B펀드에 각각 50%씩 배분됩니다. (출처: 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1, 펀드자동재배분)"	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	(펀드자동재배분)\n펀드자동재배분이라함은 일정 주기마다 펀드별 계약자 적립금을 고객이 선택한 편입비율로 재배분하는 옵션을 말합니다.\n예를 들어 3개월 주기 펀드자동재배분, A펀드 50% + B펀드 50%선택한 경우에는 매3개월마다 계약자 적립금 총액을 기준으로 A펀드와 B펀드에 계약자 적립금을 50% : 50%의 비율로 각각 배분하게 됩니다.\n\n-> 질문에 대한 확대 답변 포함\n   (펀드의 선택 -> 펀드 재배분)	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	일치	100	부분일치	50	부분일치	90	부분일치 90%	답변은 정답과 완전히 일치하나, 실제 Context에 기대 문서명이 포함되지 않아 Context 평가 점수가 낮아졌습니다.
24	무)파워변액유니버설상품을 가입하였는데, 사망한 경우는 보험금을 주나요?	무배당 파워변액유니버설 상품의 약관에 따르면, 피보험자가 사망한 경우 보험회사는 보험수익자에게 약정된 사망보험금을 지급합니다. (출처: 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf, 5. 보험금)	026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 002-(무)종신보험표준형_20210101_약관.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 021-대법원 2021. 2. 4. 선고 2017다281367 판결.pdf-1.md	보험기간중 피보험자(보험대상자)가 사망하거나 장해분류표 중 동일한 재해 또는 재해이외의 동일한 원인으로 여러 신체부위의 장해지급률을 더하여 80%이상인 장해상태가 되었을 경우\n▶ 기본보험금액 + 가산보험금액 지급합니다.\n\n-> 제공자료의 사망보험금\n   (다음 중 가장 큰 금액을 지급)\n    - 기본보험금액\n    - 계약자적립금 ×  105%\n    - 이미 납입한 보험료	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	부분일치	75	일치	100	부분일치	80	부분일치 80%	Response는 사망 시 보험금 지급에 대해 언급했으나, 지급 조건 및 구체적인 금액 산정 방식(기본보험금액, 계약자적립금 × 105%, 이미 납입한 보험료 중 가장 큰 금액)이 누락되었습니다. Context는 기대 문서명과 일치합니다.
25	신한THE착한연금미리받을수있는종신보험 현재 공제되는 위험보험료를 알려주세요	제공된 문서들에는 신한THE착한연금미리받을수있는종신보험의 현재 공제되는 위험보험료에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 확인하려면 관련된 약관이나 상세 자료를 참조해야 합니다.	029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 009-300197_제지급_우편.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	신한THE착한연금미리받을수있는종신보험은 보장성 상품으로 저축성 상품처럼 납입보험료에서 일정액을 공제하고 공시이율로 부리하는 상품이 아닙니다, 따라서 보장성보험은 저축성 보험처럼 위험보험료를 별도로 산출하지 않습니다\n신한THE착한연금미리받을수있는종신보험의 기초서류(산출방법서)에 의하여 장래의 위험에 대비하기 위하여 매 경과년도별로 별도의 적립금(책임준비금)을 산출하여 적립하고 해당 책임준비금으로 계약을 해약할 경우 해약환급금을 계산하여 지급합니다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf.md	부분일치	50	일치	100	부분일치	60	부분일치 60%	Response는 질문에 대한 직접적인 답변을 제공하지 않고 관련 문서에서 정보를 찾을 수 없다고만 언급했습니다. 그러나 정답은 위험보험료가 별도로 산출되지 않는다는 점을 명확히 설명하고 있습니다. Context는 기대 문서명을 포함하고 있어 일치로 평가됩니다.
26	신한THE착한연금미리받을수있는종신보험에서 보험료 납입기간 중에 해지하면 환급금이 적은데 이유가 뭔가요?	신한THE착한연금미리받을수있는종신보험에서 보험료 납입기간 중 해지 시 환급금이 적은 이유는 납입한 보험료 중 일부가 위험보장을 위한 보험료, 계약체결비용 및 계약관리비용으로 차감된 후 운용 및 적립되기 때문입니다. 또한, 해지 시에는 적립금에서 이미 지출된 계약체결비용 해당액이 추가로 차감됩니다. 특히 저해지환급형(50%형 및 70%형)의 경우, 보험료 납입기간 중 해지 시 일반형(100%형) 해지환급금의 각각 50% 또는 70%만 환급되도록 설계되어 있습니다. 보험료 납입기간이 완료된 이후에는 일반형(100%형) 해지환급금과 동일하게 지급됩니다. (출처: 약관 및 사업방법서)	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	가. 저해지환급형(50%형 및 70%형)은 “저해지환급형” 상품으로 보험료 납입기간중 계약이 해지될 경우 일반형(100%형)의 해지환급금 대비 적은 해지환급금을 지급하는 대신 일반형(100%형)보다 저렴한 보험료로 종신보험을 가입할수 있도록 한 상품이다.\n나. “가.”에서 해지환급금을 계산할 때 기준이 되는 일반형(100%형)의 해지환급금 은 “보험료 및 책임준비금 산출방법서”에서 정한 방법에 따라 산출된 금액으로 해지율을 적용하지 않고 계산한다.\n다. 저해지환급형(50%형 및 70%형)의 계약이 보험료 납입기간 중 해지될 경우의 해지환급금은 50%형의 경우 일반형(100%형) 해지환급금의 \n50%에 해당하는 금액으로 하며, 70%형의 경우 일반형(100%형) 해지환급금의 70%에 해당하는 금액으로 한다. 다만, 보험료 납입기간이 완료된 이후 계약이 해지되는 경우에는 일반형(100%형)의 해지환급금과 동일하며 납입되지 않은 보험료가 있는 경우 매월 계약해당일에 정상적으로 보험료가 납입되었을 때의 해지환급금에서 납입되지 않은 보험료를 차감하여 지급한다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf.md + docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf.md	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 정확히 포함하고 있으며, Context 문서도 기대 문서명과 일치합니다.
